ID,Recommendation Redundancy Score
0,0.0
1,0.0527643784786642
2,0.09281385281385282
3,0.37444650587507733
4,0.02782931354359926
5,0.02493506493506494
6,0.0
7,0.23510204081632655
8,0.12687693259121832
9,0.034063079777365494
10,0.0
11,0.2566975881261596
12,0.0
13,0.006233766233766235
14,0.0
15,0.10218923933209649
16,0.006233766233766235
17,0.006233766233766235
18,0.02493506493506494
19,0.0
20,0.11440940012368585
21,0.02782931354359926
22,0.09281385281385282
23,0.0
24,0.07435992578849723
25,0.034063079777365494
26,0.0
27,0.20747062461348179
28,0.18587507730364874
29,0.0
30,0.0
31,0.0527643784786642
32,0.0
33,0.04363636363636364
34,0.0
35,0.49892393320964756
36,0.20123685837971556
37,0.1208905380333952
38,0.4394310451453309
39,0.006233766233766235
40,0.03740259740259741
41,0.6533828076685221
42,0.006233766233766235
43,0.0
44,0.06523191094619667
45,0.006233766233766235
46,0.0
47,0.13046382189239333
48,0.0
49,0.04653061224489796
50,0.06523191094619667
51,0.17964131106988251
52,0.0
53,0.01246753246753247
54,0.0
55,0.04029684601113173
56,0.034063079777365494
57,0.02782931354359926
58,0.17340754483611628
59,0.1055287569573284
60,0.0
61,0.0
62,0.07769944341372914
63,0.018701298701298705
64,0.02493506493506494
65,0.006233766233766235
66,0.006233766233766235
67,0.09281385281385282
68,0.0527643784786642
69,0.006233766233766235
70,0.08059369202226346
71,0.0
72,0.25110698824984545
73,0.06812615955473099
74,0.17340754483611628
75,0.0
76,0.09904761904761906
77,0.04987012987012988
78,0.006233766233766235
79,0.01246753246753247
80,0.006233766233766235
81,0.0
82,0.3343475572047001
83,0.23510204081632655
84,0.08658008658008659
85,0.0
86,0.05565862708719852
87,0.12687693259121832
88,0.09281385281385282
89,0.04653061224489796
90,0.006233766233766235
91,0.0
92,0.0
93,0.0
94,0.006233766233766235
95,0.12064316635745208
96,0.08658008658008659
97,0.02782931354359926
98,0.0
99,0.09306122448979592
100,0.0
101,0.031168831168831176
102,0.01246753246753247
103,0.0
104,0.018701298701298705
105,0.058998144712430436
106,0.15804576376004947
107,0.09306122448979592
108,0.0
109,0.006233766233766235
110,0.0
111,0.13311069882498455
112,0.01246753246753247
113,0.12064316635745208
114,0.20123685837971556
115,0.3806802721088436
116,0.08348794063079779
117,0.39020408163265313
118,0.3128014842300557
119,0.11774891774891777
120,0.0
121,0.08059369202226346
122,0.2475200989486704
123,0.0868274582560297
124,0.07435992578849723
125,0.3835745207173779
126,0.0
127,0.2259245516388374
128,0.5046629560915276
129,0.13311069882498455
130,0.034063079777365494
131,0.0
132,0.0
133,0.03740259740259741
134,0.2446258503401361
135,0.0
136,0.0
137,0.04653061224489796
138,0.5416202844774274
139,0.13311069882498455
140,0.0
141,0.0
142,0.04029684601113173
143,0.11465677179962896
144,0.04987012987012988
145,0.006233766233766235
146,0.006233766233766235
147,0.04653061224489796
148,0.06812615955473099
149,0.36197897340754487
150,0.0
151,0.01246753246753247
152,0.0
153,0.018701298701298705
154,0.058998144712430436
155,0.0
156,0.3682127396413111
157,0.0
158,0.0
159,0.018701298701298705
160,0.1052813852813853
161,0.006233766233766235
162,0.018701298701298705
163,0.08393320964749537
164,0.22886827458256032
165,0.058998144712430436
166,0.006233766233766235
167,0.0
168,0.777365491651206
169,0.0
170,0.006233766233766235
171,0.006233766233766235
172,0.0
173,0.09640074211502785
174,0.09595547309833026
175,0.06523191094619667
176,0.06812615955473099
177,0.006233766233766235
178,0.006233766233766235
179,0.09281385281385282
180,0.006233766233766235
181,0.0
182,0.3682127396413111
183,0.04653061224489796
184,0.13021645021645023
185,0.09904761904761906
186,0.07435992578849723
187,0.01246753246753247
188,0.0
189,0.018701298701298705
190,0.0
191,0.15804576376004947
192,0.006233766233766235
193,0.058998144712430436
194,0.27250463821892396
195,0.034063079777365494
196,0.0
197,0.15470624613481757
198,0.04653061224489796
199,0.006233766233766235
200,0.034063079777365494
201,0.2288188002473717
202,0.02493506493506494
203,0.01246753246753247
204,0.32192949907235624
205,0.0
206,0.28163265306122454
207,0.07435992578849723
208,0.35574520717377867
209,0.10842300556586272
210,0.11440940012368585
211,0.0
212,0.07435992578849723
213,0.08658008658008659
214,0.12712430426716143
215,0.0
216,0.0
217,0.04653061224489796
218,0.06812615955473099
219,0.006233766233766235
220,0.04653061224489796
221,0.0
222,0.06523191094619667
223,0.22263450834879409
224,0.0
225,0.0
226,0.01246753246753247
227,0.0
228,0.04653061224489796
229,0.01246753246753247
230,0.15804576376004947
231,0.0
232,0.018701298701298705
233,0.15470624613481757
234,0.0
235,0.01246753246753247
236,0.018701298701298705
237,0.058998144712430436
238,0.09281385281385282
239,0.04653061224489796
240,0.16742115027829316
241,0.3435250463821893
242,0.031168831168831176
243,0.11440940012368585
244,0.0868274582560297
245,0.11774891774891777
246,0.15181199752628327
247,0.0
248,0.006233766233766235
249,0.0527643784786642
250,0.0
251,0.04029684601113173
252,0.06189239332096476
253,0.11440940012368585
254,0.40227581941867663
255,0.26627087198515775
256,0.04029684601113173
257,0.058998144712430436
258,0.04653061224489796
259,0.13934446505875078
260,0.09904761904761906
261,0.0
262,0.006233766233766235
263,0.034063079777365494
264,0.0
265,0.006233766233766235
266,0.0
267,0.04029684601113173
268,0.034063079777365494
269,0.0
270,0.018701298701298705
271,0.006233766233766235
272,0.07435992578849723
273,0.07769944341372914
274,0.034063079777365494
275,0.01246753246753247
276,0.006233766233766235
277,0.0
278,0.0
279,0.22263450834879409
280,0.006233766233766235
281,0.0
282,0.15804576376004947
283,0.0527643784786642
284,0.22886827458256032
285,0.04029684601113173
286,0.23510204081632655
287,0.19210884353741497
288,0.04029684601113173
289,0.11151515151515153
290,0.04653061224489796
291,0.006233766233766235
292,0.058998144712430436
293,0.12064316635745208
294,0.0
295,0.507804576376005
296,0.031168831168831176
297,0.0
298,0.006233766233766235
299,0.11774891774891777
300,0.02782931354359926
301,0.127569573283859
302,0.30033395176252325
303,0.006233766233766235
304,0.04029684601113173
305,0.09281385281385282
306,0.09016697588126162
307,0.0
308,0.0
309,0.03740259740259741
310,0.018701298701298705
311,0.09904761904761906
312,0.0
313,0.13311069882498455
314,0.0
315,0.0
316,0.11151515151515153
317,0.006233766233766235
318,0.0
319,0.02782931354359926
320,0.031168831168831176
321,0.02782931354359926
322,0.2878664192949908
323,0.09281385281385282
324,0.24133580705009278
